period,edge,full_demand_load,capacity,ratio
23,K20,20281.48333,1728000.0,85.20086878675062
23,K21,38361.09680823529,1728000.0,45.045635911771846
23,K22,22092.2018975,1728000.0,78.21764476068563
23,K23,40277.31237882353,1728000.0,42.902564693182576
23,K17,275342.7961918287,6048000.0,21.965346773722803
23,K25,12967.25684,1728000.0,133.2587162667783
23,K24,240348.1156564824,6048000.0,25.16350079750201
23,K26,205664.55636523452,6048000.0,29.407108871299677
23,K27,151143.70121167868,6048000.0,40.014899407086105
23,K28,107312.45036407337,6048000.0,56.35879135628033
23,K29,23696.897714104998,6048000.0,255.22328167032921
23,K30,0.0,6048000.0,
23,K31,17859.19119529412,1728000.0,96.75690131226808
23,K32,44237.62733529412,1728000.0,39.061769450310216
23,K33,30228.31773855422,1728000.0,57.164940998223344
23,K34,78249.9301317647,1728000.0,22.08308681030422
23,K35,22038.114874117648,1728000.0,78.40961034418716
24,K1,1066595.5318295355,6048000.0,5.670378151337125
24,K3,63663.46064235294,2592000.0,40.71409210003954
24,K2,949602.2945957059,6048000.0,6.368982082730689
24,K5,63959.33920117647,86932.180615,1.3591788423824267
24,K6,22256.20826,29366.500423,1.3194745519963067
24,K4,815906.6324047442,6048000.0,7.412612864997264
24,K8,36192.9966882353,46140.063039,1.2748340082598921
24,K7,738918.3040962716,6048000.0,8.184937315089197
24,K11,83382.40040588235,87551.520426,1.0499999999978835
24,K9,618589.9884855757,6048000.0,9.777073849524527
24,K12,38425.82106,42906.161145,1.116597120410366
24,K10,543048.7681164411,6048000.0,11.137121295712397
24,K14,4151.091083529412,1728000.0,416.27609831456414
24,K13,511745.23862708965,6048000.0,11.81838059934974
24,K16,73353.041195,1728000.0,23.55730548930242
24,K15,387217.6735693807,6048000.0,15.619121782973922
24,K18,4177.884625,1728000.0,413.6064432368091
24,K19,10316.93549375,1728000.0,167.49159680670897
24,K20,15178.316535,1728000.0,113.84661770726473
24,K21,34990.72063411765,1728000.0,49.384521629860814
24,K22,21884.12299,1728000.0,78.96135480455915
24,K23,33108.36812941176,1728000.0,52.192243158760036
24,K17,248200.44148363225,6048000.0,24.367402265071473
24,K25,6820.373521052632,1728000.0,253.35855795377418
24,K24,221524.03264388905,6048000.0,27.301778176467483
24,K26,187005.95329999327,6048000.0,32.34121637987563
24,K27,140348.11672675834,6048000.0,43.09284756399519
24,K28,101710.95644062718,6048000.0,59.46262046538185
24,K29,23887.647677419354,6048000.0,253.1852479437348
24,K30,0.0,6048000.0,
24,K31,19011.397058823528,1728000.0,90.8928467830829
24,K32,37307.53890823529,1728000.0,46.3177162195108
24,K33,26005.829780722892,1728000.0,66.44663964081235
24,K34,72737.76094117647,1728000.0,23.756573994591964
24,K35,22215.51234,1728000.0,77.78348631143926
25,K1,100756.03958135142,6652800.0,66.02879616589598
25,K3,1111.764705882353,2851200.0,2564.5714285714284
25,K2,94606.4728964015,6652800.0,70.32076977740336
25,K5,3250.360536470588,95625.398677,29.419935912966462
25,K6,1083.5294117647059,975.176471,0.9000000003800217
25,K4,85542.25930334612,6652800.0,77.77208661754115
25,K8,2240.5692611764707,50754.069343,22.652309938569015
25,K7,79024.57707700235,6652800.0,84.18646762914587
25,K11,4616.6983,96306.672469,20.860508140417146
25,K9,70456.64992315223,6652800.0,94.42401827586573
25,K12,0.0,47196.777259,
25,K10,66229.25092776309,6652800.0,100.4510832721976
25,K14,2732.44782,1900800.0,695.639999449285
25,K13,60185.34056137494,6652800.0,110.53854539903622
25,K16,1102.5,1900800.0,1724.0816326530612
25,K15,53064.306505237444,6652800.0,125.37241015942362
25,K18,0.0,1900800.0,
25,K19,4689.51614125,1900800.0,405.3296636043432
25,K20,1875.0,1900800.0,1013.76
25,K21,1764.7058823529412,1900800.0,1077.12
25,K22,1575.0,1900800.0,1206.857142857143
25,K23,2117.6470588235293,1900800.0,897.6
25,K17,38389.2220975491,6652800.0,173.2986405167282
25,K25,3100.169787368421,1900800.0,613.1277092450778
25,K24,32217.914542376755,6652800.0,206.49381235552855
25,K26,13370.895818528028,6652800.0,497.55828556985887
25,K27,12349.409851131039,6652800.0,538.7140017375563
25,K28,9036.252892240087,6652800.0,736.2343749490582
25,K29,1138.5199240986717,6652800.0,5843.376
25,K30,0.0,6652800.0,
25,K31,16591.764705882353,1900800.0,114.56285896617742
25,K32,352.94117647058823,1900800.0,5385.6
25,K33,2201.7100722891564,1900800.0,863.3289296004832
25,K34,7445.920323529412,1900800.0,255.28073326186347
