F,phase,repeat,ms
250,lp_total,1,42.15210000984371
250,lp_total,2,39.208500063978136
250,lp_total,3,38.144799997098744
250,lp_total,4,38.5913000209257
250,lp_total,5,37.820099969394505
250,lp_total,6,39.3393998965621
250,lp_total,7,39.104699972085655
250,lp_total,8,40.202499949373305
250,lp_total,9,40.42989993467927
250,lp_total,10,39.95099989697337
250,lp_total,11,38.043699925765395
250,lp_total,12,38.47979998681694
250,lp_total,13,38.40459999628365
250,lp_total,14,39.17500015813857
250,lp_total,15,39.48039992246777
250,lp_total,16,38.60489989165217
250,lp_total,17,38.12869999092072
250,lp_total,18,38.31129998434335
250,lp_total,19,38.41860010288656
250,lp_total,20,37.867800099775195
250,lp_total,21,38.19139988627285
250,lp_total,22,38.37110009044409
250,lp_total,23,38.65080000832677
250,lp_total,24,37.621499854139984
250,lp_total,25,38.10189990326762
250,lp_total,26,53.165099932812154
250,lp_total,27,37.86519996356219
250,lp_total,28,38.15250005573034
250,lp_total,29,37.15920005925
250,lp_total,30,38.09090005233884
500,build,1,0.8753999136388302
500,build,2,0.8909000316634774
500,build,3,0.8786999387666583
500,build,4,0.8710999973118305
500,build,5,0.8868000004440546
500,build,6,0.9113999549299479
500,build,7,0.8898000232875347
500,build,8,0.888100010342896
500,build,9,0.8870000019669533
500,build,10,0.8851999882608652
500,build,11,0.8914999198168516
500,build,12,0.8640999440103769
500,build,13,0.8908999152481556
500,build,14,0.8944000583142042
500,build,15,0.9226000402122736
500,build,16,0.8958000689744949
500,build,17,0.8835999760776758
500,build,18,0.8963000727817416
500,build,19,0.8901000255718827
500,build,20,0.9103999473154545
500,build,21,0.8682999759912491
500,build,22,0.8811999578028917
500,build,23,0.8826999692246318
500,build,24,0.8771000429987907
500,build,25,0.8721000049263239
500,build,26,0.8789000567048788
500,build,27,0.8761999197304249
500,build,28,0.8737000171095133
500,build,29,0.8749000262469053
500,build,30,0.8675999706611037
500,loads,1,11.884200037457049
500,loads,2,12.172000017017126
500,loads,3,11.605100007727742
500,loads,4,12.312999926507473
500,loads,5,11.74630003515631
500,loads,6,11.750299949198961
500,loads,7,11.848900001496077
500,loads,8,12.064599897712469
500,loads,9,11.616899981163442
500,loads,10,12.075499980710447
500,loads,11,11.917800060473382
500,loads,12,11.856500059366226
500,loads,13,12.011999962851405
500,loads,14,11.926800012588501
500,loads,15,11.690599960274994
500,loads,16,12.006200035102665
500,loads,17,11.786399991251528
500,loads,18,12.292700004763901
500,loads,19,12.24130007904023
500,loads,20,12.946999981068075
500,loads,21,11.619500000961125
500,loads,22,12.083100038580596
500,loads,23,11.910200002603233
500,loads,24,11.88700005877763
500,loads,25,11.853099917061627
500,loads,26,12.037200038321316
500,loads,27,11.59670006018132
500,loads,28,11.957000009715557
500,loads,29,26.106199948117137
500,loads,30,11.632599984295666
500,cf_scan,1,0.0782000133767724
500,cf_scan,2,0.08319993503391743
500,cf_scan,3,0.08050003089010715
500,cf_scan,4,0.07730000652372837
500,cf_scan,5,0.0836000544950366
500,cf_scan,6,0.07369997911155224
500,cf_scan,7,0.07859990000724792
500,cf_scan,8,0.0825999304652214
500,cf_scan,9,0.08490006439387798
500,cf_scan,10,0.09039998985826969
500,cf_scan,11,0.08479994721710682
500,cf_scan,12,0.07770000956952572
500,cf_scan,13,0.07990002632141113
500,cf_scan,14,0.08309993427246809
500,cf_scan,15,0.0790000194683671
500,cf_scan,16,0.07619999814778566
500,cf_scan,17,0.08649996016174555
500,cf_scan,18,0.07780001033097506
500,cf_scan,19,0.07779989391565323
500,cf_scan,20,0.09300000965595245
500,cf_scan,21,0.07740000728517771
500,cf_scan,22,0.07650000043213367
500,cf_scan,23,0.08530006743967533
500,cf_scan,24,0.07810001261532307
500,cf_scan,25,0.08519995026290417
500,cf_scan,26,0.08579995483160019
500,cf_scan,27,0.0782000133767724
500,cf_scan,28,0.09099999442696571
500,cf_scan,29,0.0817000400274992
500,cf_scan,30,0.09849993512034416
500,lp_build,1,14.279499999247491
500,lp_build,2,14.399400097317994
500,lp_build,3,14.149499940685928
500,lp_build,4,14.759899931959808
500,lp_build,5,14.533299952745438
500,lp_build,6,14.807199942879379
500,lp_build,7,14.440300059504807
500,lp_build,8,15.309800044633448
500,lp_build,9,14.721999992616475
500,lp_build,10,14.467700035311282
500,lp_build,11,15.157100046053529
500,lp_build,12,15.111700049601495
500,lp_build,13,15.611400012858212
500,lp_build,14,14.47509997524321
500,lp_build,15,15.15659992583096
500,lp_build,16,15.014400007203221
500,lp_build,17,14.957299921661615
500,lp_build,18,15.782299917191267
500,lp_build,19,16.092500067315996
500,lp_build,20,15.851999982260168
500,lp_build,21,15.500199981033802
500,lp_build,22,14.64559999294579
500,lp_build,23,15.065600047819316
500,lp_build,24,14.72430001012981
500,lp_build,25,14.777100062929094
500,lp_build,26,14.638999942690134
500,lp_build,27,14.774100040085614
500,lp_build,28,14.684799942187965
500,lp_build,29,14.656599960289896
500,lp_build,30,14.304199954494834
500,lp_solve,1,67.79210001695901
500,lp_solve,2,66.91809999756515
500,lp_solve,3,67.7737999940291
500,lp_solve,4,66.606399952434
500,lp_solve,5,66.4460000116378
500,lp_solve,6,66.70059997122735
500,lp_solve,7,67.14900000952184
500,lp_solve,8,65.70810009725392
500,lp_solve,9,67.21380003727973
500,lp_solve,10,66.87980005517602
500,lp_solve,11,67.74109997786582
500,lp_solve,12,65.6450999667868
500,lp_solve,13,67.20879999920726
500,lp_solve,14,67.29449995327741
500,lp_solve,15,66.41410000156611
500,lp_solve,16,67.04819994047284
500,lp_solve,17,66.95990008302033
500,lp_solve,18,68.14210000447929
500,lp_solve,19,68.19919997360557
500,lp_solve,20,66.63979997392744
500,lp_solve,21,65.5198999447748
500,lp_solve,22,66.73359998967499
500,lp_solve,23,65.72519999463111
500,lp_solve,24,66.87700003385544
500,lp_solve,25,66.13739999011159
500,lp_solve,26,66.22799998149276
500,lp_solve,27,65.9563000081107
500,lp_solve,28,65.3529999544844
500,lp_solve,29,64.80349996127188
500,lp_solve,30,66.00470002740622
500,cf_total,1,11.962400050833821
500,cf_total,2,12.255199952051044
500,cf_total,3,11.68560003861785
500,cf_total,4,12.390299933031201
500,cf_total,5,11.829900089651346
500,cf_total,6,11.823999928310513
500,cf_total,7,11.927499901503325
500,cf_total,8,12.14719982817769
500,cf_total,9,11.70180004555732
500,cf_total,10,12.165899970568717
500,cf_total,11,12.00260000769049
500,cf_total,12,11.934200068935752
500,cf_total,13,12.091899989172816
500,cf_total,14,12.009899946860969
500,cf_total,15,11.769599979743361
500,cf_total,16,12.082400033250451
500,cf_total,17,11.872899951413274
500,cf_total,18,12.370500015094876
500,cf_total,19,12.319099972955883
500,cf_total,20,13.039999990724027
500,cf_total,21,11.696900008246303
500,cf_total,22,12.15960003901273
500,cf_total,23,11.995500070042908
500,cf_total,24,11.965100071392953
500,cf_total,25,11.938299867324531
500,cf_total,26,12.122999993152916
500,cf_total,27,11.674900073558092
500,cf_total,28,12.048000004142523
500,cf_total,29,26.187899988144636
500,cf_total,30,11.73109991941601
500,lp_total,1,93.95580005366355
500,lp_total,2,93.48950011190027
500,lp_total,3,93.52839994244277
500,lp_total,4,93.67929981090128
500,lp_total,5,92.72559999953955
500,lp_total,6,93.25809986330569
500,lp_total,7,93.43820007052273
500,lp_total,8,93.08250003959984
500,lp_total,9,93.55270001105964
500,lp_total,10,93.42300007119775
500,lp_total,11,94.81600008439273
500,lp_total,12,92.61330007575452
500,lp_total,13,94.83219997491688
500,lp_total,14,93.69639994110912
500,lp_total,15,93.26129988767207
500,lp_total,16,94.06879998277873
500,lp_total,17,93.70359999593347
500,lp_total,18,96.21709992643446
500,lp_total,19,96.5330001199618
500,lp_total,20,95.43879993725568
500,lp_total,21,92.63959992676973
500,lp_total,22,93.46230002120137
500,lp_total,23,92.70100004505366
500,lp_total,24,93.48830010276288
500,lp_total,25,92.76759997010231
500,lp_total,26,92.90419996250421
500,lp_total,27,92.32710010837764
500,lp_total,28,91.99479990638793
500,lp_total,29,105.56629986967891
500,lp_total,30,91.94149996619672
